,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
187,2019,1,PARIS NORD,DOUAI,69.2153846154,198.0,3.0,38.0,10.2921052632,1.7389743589700002,32.0,17.6890625,1.91136752137,0.53125,0.15625,0.15625,0.0625,0.09375,0.0,13.0,1.91136752137,5.0,1.0,2019-01-01,53.125,15.625,15.625,6.25,9.375,0.0
190,2019,1,LAUSANNE,PARIS LYON,224.554491726,141.0,0.0,109.0,2.98134556575,2.46205673759,10.0,33.2783333333,2.3423167848700004,0.6000000000000001,0.1,0.2,0.1,0.0,0.0,10.0,2.3423167848700004,5.0,0.0,2019-01-01,60.0,10.0,20.0,10.0,0.0,0.0
193,2019,2,PARIS MONTPARNASSE,POITIERS,93.0622406639,484.0,2.0,44.0,7.670454545449999,0.324550484094,44.0,16.9515151515,2.42244121715,0.171428571429,0.257142857143,0.371428571429,0.142857142857,0.0571428571429,0.0,20.0,2.42244121715,6.0,1.0,2019-02-01,17.1428571429,25.7142857143,37.1428571429,14.2857142857,5.71428571429,0.0
196,2019,2,REIMS,PARIS EST,46.556149732600005,191.0,4.0,17.0,18.231372549,1.72174688057,29.0,18.8316091954,2.63939393939,0.0869565217391,0.260869565217,0.521739130435,0.130434782609,0.0,0.0,10.0,2.63939393939,7.0,2.0,2019-02-01,8.69565217391,26.0869565217,52.1739130435,13.0434782609,0.0,0.0
197,2019,2,POITIERS,PARIS MONTPARNASSE,94.3855421687,421.0,6.0,139.0,5.21918465228,1.64638554217,48.0,14.25,3.41092369478,0.24,0.24,0.12,0.24,0.04,0.12,19.0,3.41092369478,7.0,3.0,2019-02-01,24.0,24.0,12.0,24.0,4.0,12.0
199,2019,3,LYON PART DIEU,LILLE,190.96744186,215.0,0.0,139.0,8.5587529976,5.58550387597,56.0,31.4568452381,11.182248062,0.259259259259,0.296296296296,0.185185185185,0.0740740740741,0.0925925925926,0.0925925925926,49.0,11.182248062,15.0,5.0,2019-03-01,25.925925925900003,29.6296296296,18.5185185185,7.407407407409999,9.259259259260002,9.259259259260002
200,2019,3,MARNE LA VALLEE,MARSEILLE ST CHARLES,216.77238806,269.0,1.0,149.0,9.31353467562,5.24384328358,32.0,43.5822916667,7.461504975119999,0.21875,0.25,0.25,0.21875,0.0625,0.0,32.0,7.461504975119999,12.0,6.0,2019-03-01,21.875,25.0,25.0,21.875,6.25,0.0
201,2019,3,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.207920792,202.0,0.0,39.0,4.21752136752,0.538861386139,11.0,23.7484848485,0.6547029702970001,0.181818181818,0.181818181818,0.363636363636,0.272727272727,0.0,0.0,5.0,0.6547029702970001,2.0,1.0,2019-03-01,18.1818181818,18.1818181818,36.3636363636,27.2727272727,0.0,0.0
202,2019,3,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.394736842,114.0,0.0,11.0,8.60151515152,0.359210526316,12.0,24.0930555556,4.69005847953,0.0,0.25,0.25,0.333333333333,0.166666666667,0.0,8.0,4.69005847953,3.0,0.0,2019-03-01,0.0,25.0,25.0,33.333333333300004,16.6666666667,0.0
204,2017,9,PARIS EST,STRASBOURG,116.234939759,333.0,1.0,20.0,13.6941666667,1.13925702811,19.0,21.5324561404,1.5863955823299998,0.214285714286,0.214285714286,0.0714285714286,0.285714285714,0.214285714286,0.0,14.0,24.694047619000003,3.0,0.0,2017-09-01,21.4285714286,21.4285714286,7.1428571428600005,28.5714285714,21.4285714286,0.0
205,2017,9,PARIS LYON,MACON LOCHE,97.4378109453,201.0,0.0,23.0,18.115942029,2.14170812604,26.0,25.6634615385,5.1447761194,0.0,0.173913043478,0.391304347826,0.3478260869569999,0.0434782608696,0.0434782608696,16.0,33.8854166667,9.0,1.0,2017-09-01,0.0,17.3913043478,39.130434782600005,34.7826086957,4.34782608696,4.34782608696
206,2017,9,PARIS LYON,MULHOUSE VILLE,166.758730159,316.0,1.0,39.0,21.2205128205,2.6344973545,33.0,29.6878787879,4.17851851852,0.153846153846,0.115384615385,0.192307692308,0.461538461538,0.0384615384615,0.0384615384615,25.0,35.3573333333,13.0,1.0,2017-09-01,15.3846153846,11.538461538499998,19.2307692308,46.1538461538,3.84615384615,3.84615384615
207,2017,9,VANNES,PARIS MONTPARNASSE,156.027027027,259.0,0.0,21.0,16.0476190476,2.15444015444,49.0,23.5391156463,6.74118404118,0.15,0.425,0.25,0.125,0.0,0.05,29.0,31.4408045977,7.0,3.0,2017-09-01,15.0,42.5,25.0,12.5,0.0,5.0
208,2017,9,PARIS EST,FRANCFORT,128.124183007,153.0,0.0,25.0,14.5553333333,2.60740740741,17.0,27.1823529412,3.0424836601300003,0.0909090909091,0.363636363636,0.181818181818,0.181818181818,0.181818181818,0.0,14.0,30.0785714286,6.0,0.0,2017-09-01,9.09090909091,36.3636363636,18.1818181818,18.1818181818,18.1818181818,0.0
209,2017,1,MACON LOCHE,PARIS LYON,98.9219512195,210.0,5.0,79.0,12.3293248945,5.937235772359999,26.0,26.1314102564,3.05317073171,0.130434782609,0.304347826087,0.260869565217,0.217391304348,0.0434782608696,0.0434782608696,20.0,30.3458333333,8.0,0.0,2017-01-01,13.0434782609,30.4347826087,26.0869565217,21.7391304348,4.34782608696,4.34782608696
210,2017,1,PARIS EST,NANCY,95.181184669,289.0,2.0,25.0,22.1993333333,2.11393728223,32.0,33.9369791667,4.1818815331,0.310344827586,0.0344827586207,0.275862068966,0.310344827586,0.0689655172414,0.0,22.0,43.840151515200006,13.0,4.0,2017-01-01,31.034482758600006,3.44827586207,27.5862068966,31.034482758600006,6.896551724139999,0.0
211,2017,1,PARIS MONTPARNASSE,VANNES,197.253521127,213.0,0.0,14.0,17.758333333299998,1.0417057903,29.0,35.189655172399995,5.30516431925,0.36,0.12,0.08,0.32,0.04,0.08,21.0,43.7857142857,10.0,4.0,2017-01-01,36.0,12.0,8.0,32.0,4.0,8.0
212,2017,7,PERPIGNAN,PARIS LYON,306.080851064,235.0,0.0,43.0,14.6046511628,3.16170212766,47.0,43.4893617021,9.80425531915,0.439024390244,0.0243902439024,0.317073170732,0.0975609756098,0.0,0.121951219512,47.0,43.5255319,22.0,8.0,2017-07-01,43.9024390244,2.43902439024,31.7073170732,9.75609756098,0.0,12.1951219512
213,2017,7,LAVAL,PARIS MONTPARNASSE,88.3125,209.0,1.0,28.0,19.3928571429,3.4903846153800004,60.0,24.8666666667,7.682692307689999,0.0857142857143,0.314285714286,0.285714285714,0.142857142857,0.114285714286,0.0571428571429,22.0,53.6159091,10.0,7.0,2017-07-01,8.57142857143,31.4285714286,28.5714285714,14.2857142857,11.4285714286,5.71428571429
215,2017,7,PARIS LYON,ZURICH,224.140939597,149.0,0.0,30.0,28.5333333333,6.04697986577,20.0,45.65,6.65100671141,0.3,0.1,0.05,0.5,0.05,0.0,20.0,45.5958333,12.0,6.0,2017-07-01,30.0,10.0,5.0,50.0,5.0,0.0
218,2015,2,PARIS LYON,BELLEGARDE (AIN),162.461883408,223.0,0.0,9.0,10.0,0.6098654708519999,47.0,26.5319148936,7.60538116592,0.260869565217,0.391304347826,0.0869565217391,0.130434782609,0.0869565217391,0.0434782608696,34.0,31.9117647,8.0,3.0,2015-02-01,26.0869565217,39.130434782600005,8.69565217391,13.0434782609,8.69565217391,4.34782608696
219,2015,2,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.83902439,206.0,1.0,5.0,12.2,0.7414634146340001,7.0,30.285714285700003,0.1073170731709999,0.5714285714289999,0.0,0.142857142857,0.285714285714,0.0,0.0,6.0,33.1666667,3.0,0.0,2015-02-01,57.142857142900006,0.0,14.2857142857,28.5714285714,0.0,0.0
220,2015,2,PARIS LYON,NICE VILLE,337.622093023,173.0,1.0,6.0,25.1666666667,1.06976744186,22.0,38.5909090909,7.43604651163,0.210526315789,0.105263157895,0.368421052632,0.210526315789,0.0526315789474,0.0526315789474,22.0,38.590909100000005,11.0,3.0,2015-02-01,21.0526315789,10.5263157895,36.8421052632,21.0526315789,5.26315789474,5.26315789474
222,2015,4,AIX EN PROVENCE TGV,PARIS LYON,183.788888889,450.0,0.0,67.0,18.3731343284,3.65333333333,52.0,39.2884615385,6.04222222222,0.346153846154,0.25,0.0576923076923,0.153846153846,0.0961538461538,0.0961538461538,47.0,42.212766,19.0,6.0,2015-04-01,34.615384615400004,25.0,5.76923076923,15.3846153846,9.61538461538,9.61538461538
223,2015,4,PARIS LYON,VALENCE ALIXAN TGV,130.575268817,280.0,1.0,20.0,16.35,1.35842293907,33.0,29.303030303000003,5.0931899641600005,0.181818181818,0.30303030303,0.0606060606061,0.272727272727,0.121212121212,0.0606060606061,23.0,36.3478261,8.0,3.0,2015-04-01,18.1818181818,30.303030303000003,6.06060606061,27.2727272727,12.1212121212,6.06060606061
224,2015,4,PARIS MONTPARNASSE,POITIERS,104.262425447,503.0,0.0,8.0,14.875,0.391650099404,20.0,20.65,0.675944333996,0.1,0.5,0.1,0.1,0.15,0.05,10.0,29.3,5.0,0.0,2015-04-01,10.0,50.0,10.0,10.0,15.0,5.0
225,2015,4,PARIS MONTPARNASSE,RENNES,130.920289855,552.0,0.0,14.0,13.7857142857,0.5199275362319999,21.0,27.7619047619,1.49094202899,0.333333333333,0.133333333333,0.133333333333,0.266666666667,0.133333333333,0.0,11.0,41.7272727,8.0,1.0,2015-04-01,33.333333333300004,13.3333333333,13.3333333333,26.6666666667,13.3333333333,0.0
226,2015,4,RENNES,PARIS MONTPARNASSE,135.81754386,570.0,0.0,26.0,11.7307692308,0.7070175438599999,25.0,34.24,1.5140350877200002,0.36,0.28,0.2,0.12,0.04,0.0,16.0,46.1875,7.0,4.0,2015-04-01,36.0,28.000000000000004,20.0,12.0,4.0,0.0
227,2015,4,PARIS MONTPARNASSE,ST PIERRE DES CORPS,62.2170022371,447.0,0.0,8.0,12.5,0.346756152125,33.0,14.7272727273,0.7852348993289999,0.2,0.333333333333,0.166666666667,0.0666666666666999,0.2,0.0333333333333,9.0,29.444444399999995,1.0,1.0,2015-04-01,20.0,33.333333333300004,16.6666666667,6.666666666669999,20.0,3.3333333333299984
228,2015,4,PARIS NORD,ARRAS,53.0198675497,302.0,0.0,19.0,17.5263157895,1.27814569536,20.0,20.8,0.228476821192,0.578947368421,0.0526315789474,0.157894736842,0.157894736842,0.0526315789474,0.0,8.0,36.75,4.0,1.0,2015-04-01,57.8947368421,5.26315789474,15.7894736842,15.7894736842,5.26315789474,0.0
229,2015,4,ITALIE,PARIS LYON,255.26344086,93.0,0.0,16.0,21.0625,4.06451612903,9.0,38.6666666667,4.11827956989,0.222222222222,0.333333333333,0.333333333333,0.111111111111,0.0,0.0,9.0,38.6666667,1.0,1.0,2015-04-01,22.2222222222,33.333333333300004,33.333333333300004,11.1111111111,0.0,0.0
230,2015,4,ZURICH,PARIS LYON,141.224137931,174.0,0.0,21.0,18.7142857143,2.68965517241,19.0,29.9473684211,2.42528735632,0.263157894737,0.105263157895,0.315789473684,0.157894736842,0.105263157895,0.0526315789474,13.0,38.230769200000005,5.0,3.0,2015-04-01,26.3157894737,10.5263157895,31.5789473684,15.7894736842,10.5263157895,5.26315789474
233,2015,11,PARIS LYON,ANNECY,222.292682927,164.0,0.0,6.0,14.0,0.658536585366,14.0,29.0714285714,2.42073170732,0.357142857143,0.357142857143,0.0714285714286,0.214285714286,0.0,0.0,14.0,29.0714286,5.0,1.0,2015-11-01,35.7142857143,35.7142857143,7.1428571428600005,21.4285714286,0.0,0.0
234,2015,11,GRENOBLE,PARIS LYON,183.121794872,234.0,0.0,8.0,19.875,0.7820512820509999,17.0,36.6470588235,1.1153846153799998,0.117647058824,0.352941176471,0.0588235294118,0.294117647059,0.176470588235,0.0,15.0,39.8666667,7.0,2.0,2015-11-01,11.7647058824,35.29411764709999,5.8823529411800015,29.4117647059,17.6470588235,0.0
235,2015,11,PARIS LYON,LYON PART DIEU,120.711348684,609.0,1.0,14.0,17.2857142857,0.534539473684,42.0,25.3571428571,3.2138157894700004,0.357142857143,0.214285714286,0.0238095238095,0.238095238095,0.142857142857,0.0238095238095,28.0,31.9642857,11.0,4.0,2015-11-01,35.7142857143,21.4285714286,2.38095238095,23.8095238095,14.2857142857,2.38095238095
236,2015,11,RENNES,PARIS MONTPARNASSE,133.43315508,561.0,0.0,40.0,11.625,1.16399286988,30.0,22.2333333333,1.88948306595,0.433333333333,0.3,0.1,0.1,0.0,0.0666666666666999,19.0,27.1578947,4.0,1.0,2015-11-01,43.3333333333,30.0,10.0,10.0,0.0,6.666666666669999
240,2015,9,PARIS LYON,MULHOUSE VILLE,166.56578947399998,304.0,0.0,17.0,18.2352941176,1.11513157895,26.0,48.0,4.625,0.346153846154,0.230769230769,0.0384615384615,0.192307692308,0.153846153846,0.0384615384615,18.0,63.5555556,13.0,7.0,2015-09-01,34.615384615400004,23.0769230769,3.84615384615,19.2307692308,15.3846153846,3.84615384615
243,2015,9,TOULOUSE MATABIAU,PARIS MONTPARNASSE,336.776785714,169.0,1.0,8.0,30.875,1.625,31.0,54.51612903229999,11.4523809524,0.357142857143,0.1785714285709999,0.142857142857,0.142857142857,0.107142857143,0.0714285714286,31.0,54.51612900000001,14.0,8.0,2015-09-01,35.7142857143,17.8571428571,14.2857142857,14.2857142857,10.7142857143,7.1428571428600005
245,2016,3,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.42961165,206.0,7.0,10.0,14.1,1.03883495146,12.0,27.25,0.45145631068,0.2,0.0,0.5,0.2,0.1,0.0,8.0,34.375,4.0,0.0,2016-03-01,20.0,0.0,50.0,20.0,10.0,0.0
246,2016,3,MONTPELLIER,PARIS LYON,210.982200647,309.0,7.0,40.0,23.175,3.5501618123000003,30.0,43.0333333333,3.16181229773,0.48275862069,0.137931034483,0.172413793103,0.137931034483,0.0689655172414,0.0,30.0,43.0333333,19.0,5.0,2016-03-01,48.275862069,13.7931034483,17.2413793103,13.7931034483,6.896551724139999,0.0
249,2015,12,PARIS MONTPARNASSE,QUIMPER,265.83490566,215.0,3.0,14.0,14.9285714286,1.17452830189,16.0,51.375,4.75,0.5,0.375,0.0625,0.0,0.0,0.0625,16.0,51.375,12.0,5.0,2015-12-01,50.0,37.5,6.25,0.0,0.0,6.25
250,2015,12,TOURS,PARIS MONTPARNASSE,74.8509615385,208.0,0.0,3.0,16.3333333333,0.3846153846149999,19.0,11.947368421099998,1.82211538462,0.111111111111,0.277777777778,0.222222222222,0.111111111111,0.222222222222,0.0555555555556,4.0,22.0,0.0,0.0,2015-12-01,11.1111111111,27.7777777778,22.2222222222,11.1111111111,22.2222222222,5.555555555560001
251,2015,12,LYON PART DIEU,MONTPELLIER,111.634877384,369.0,2.0,75.0,17.8266666667,4.63760217984,46.0,27.9347826087,3.83378746594,0.326086956522,0.152173913043,0.304347826087,0.108695652174,0.0652173913043,0.0434782608696,28.0,37.7857143,15.0,6.0,2015-12-01,32.6086956522,15.217391304299998,30.4347826087,10.8695652174,6.521739130429999,4.34782608696
252,2016,5,PARIS LYON,MACON LOCHE,96.2066326531,196.0,0.0,7.0,20.0,0.872448979592,6.0,30.6666666667,0.566326530612,0.5,0.166666666667,0.0,0.166666666667,0.166666666667,0.0,5.0,34.6,2.0,1.0,2016-05-01,50.0,16.6666666667,0.0,16.6666666667,16.6666666667,0.0
255,2016,1,PARIS LYON,AVIGNON TGV,162.427184466,412.0,2.0,15.0,16.2,0.677184466019,21.0,25.9047619048,1.69417475728,0.428571428571,0.333333333333,0.0,0.0952380952381,0.0952380952381,0.047619047619,14.0,32.8571429,6.0,0.0,2016-01-01,42.8571428571,33.333333333300004,0.0,9.523809523810002,9.523809523810002,4.7619047619
256,2016,1,PARIS LYON,NICE VILLE,337.655882353,170.0,3.0,9.0,14.2222222222,0.947058823529,20.0,43.4,6.08235294118,0.45,0.2,0.15,0.1,0.05,0.05,20.0,43.4,9.0,3.0,2016-01-01,45.0,20.0,15.0,10.0,5.0,5.0
257,2016,1,BORDEAUX ST JEAN,PARIS MONTPARNASSE,208.536379019,591.0,5.0,68.0,16.3235294118,2.46531302876,35.0,37.9714285714,2.7461928934,0.657142857143,0.2,0.114285714286,0.0285714285714,0.0,0.0,35.0,37.9714286,16.0,4.0,2016-01-01,65.7142857143,20.0,11.4285714286,2.85714285714,0.0,0.0
264,2016,8,VANNES,PARIS MONTPARNASSE,204.649797571,247.0,0.0,15.0,19.3333333333,1.5870445344100002,14.0,46.8571428571,2.1983805668,0.285714285714,0.142857142857,0.285714285714,0.142857142857,0.0714285714286,0.0714285714286,14.0,46.8571429,9.0,3.0,2016-08-01,28.5714285714,14.2857142857,28.5714285714,14.2857142857,7.1428571428600005,7.1428571428600005
267,2016,4,PARIS EST,REIMS,47.288557213900006,201.0,8.0,9.0,14.6666666667,0.810945273632,15.0,17.0666666667,1.4975124378100002,0.0714285714286,0.428571428571,0.0,0.357142857143,0.0714285714286,0.0714285714286,4.0,35.75,2.0,1.0,2016-04-01,7.1428571428600005,42.8571428571,0.0,35.7142857143,7.1428571428600005,7.1428571428600005
268,2016,4,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.67091836729999,196.0,1.0,11.0,12.4545454545,0.877551020408,17.0,13.8235294118,1.6632653061200002,0.411764705882,0.117647058824,0.235294117647,0.176470588235,0.0588235294118,0.0,5.0,24.2,1.0,0.0,2016-04-01,41.1764705882,11.7647058824,23.5294117647,17.6470588235,5.8823529411800015,0.0
271,2016,6,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.4846153846,195.0,4.0,14.0,16.571428571400002,1.49743589744,18.0,25.0555555556,2.6358974359,0.294117647059,0.411764705882,0.117647058824,0.0,0.0588235294118,0.117647058824,8.0,45.5,5.0,2.0,2016-06-01,29.4117647059,41.1764705882,11.7647058824,0.0,5.8823529411800015,11.7647058824
274,2016,2,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.597046414,237.0,0.0,62.0,18.8548387097,5.64978902954,35.0,40.3142857143,5.49789029536,0.257142857143,0.142857142857,0.228571428571,0.285714285714,0.0285714285714,0.0571428571429,29.0,46.0689655,16.0,4.0,2016-02-01,25.7142857143,14.2857142857,22.8571428571,28.5714285714,2.85714285714,5.71428571429
277,2017,4,MULHOUSE VILLE,PARIS LYON,171.72260274,294.0,2.0,41.0,19.414634146300003,3.29794520548,34.0,32.3529411765,3.89383561644,0.125,0.21875,0.3125,0.21875,0.0625,0.0625,27.0,37.2648148,11.0,1.0,2017-04-01,12.5,21.875,31.25,21.875,6.25,6.25
278,2017,4,NICE VILLE,PARIS LYON,344.730769231,211.0,3.0,20.0,27.2,3.25961538462,36.0,39.7777777778,9.28846153846,0.28125,0.3125,0.21875,0.09375,0.0625,0.03125,36.0,39.6949074,16.0,4.0,2017-04-01,28.125,31.25,21.875,9.375,6.25,3.125
281,2016,9,PARIS LYON,MARSEILLE ST CHARLES,197.78030303,462.0,0.0,25.0,22.2,1.33333333333,27.0,37.1111111111,4.56060606061,0.461538461538,0.192307692308,0.0,0.192307692308,0.0384615384615,0.115384615385,27.0,37.1111111,14.0,3.0,2016-09-01,46.1538461538,19.2307692308,0.0,19.2307692308,3.84615384615,11.538461538499998
282,2016,9,PARIS NORD,DOUAI,66.0196078431,204.0,0.0,6.0,22.1666666667,0.911764705882,31.0,14.903225806500002,3.0637254902,0.392857142857,0.428571428571,0.0357142857143,0.0357142857143,0.0714285714286,0.0357142857143,8.0,30.625,4.0,0.0,2016-09-01,39.2857142857,42.8571428571,3.5714285714300003,3.5714285714300003,7.1428571428600005,3.5714285714300003
283,2016,9,ITALIE,PARIS LYON,260.707865169,89.0,0.0,15.0,9.6,2.1797752809,19.0,24.0526315789,7.84269662921,0.0526315789474,0.368421052632,0.315789473684,0.157894736842,0.105263157895,0.0,19.0,24.0526316,2.0,1.0,2016-09-01,5.26315789474,36.8421052632,31.5789473684,15.7894736842,10.5263157895,0.0
284,2016,11,NANCY,PARIS EST,93.2978723404,282.0,0.0,14.0,15.2857142857,1.23404255319,24.0,22.1666666667,1.54964539007,0.173913043478,0.3478260869569999,0.130434782609,0.260869565217,0.0,0.0869565217391,9.0,43.8888889,3.0,2.0,2016-11-01,17.3913043478,34.7826086957,13.0434782609,26.0869565217,0.0,8.69565217391
286,2016,11,ANGERS SAINT LAUD,PARIS MONTPARNASSE,102.708803612,444.0,1.0,54.0,15.4259259259,2.61625282167,61.0,34.5409836066,5.60045146727,0.28813559322,0.322033898305,0.0847457627118999,0.0847457627118999,0.1694915254239999,0.0508474576270999,42.0,44.190476200000006,21.0,8.0,2016-11-01,28.813559322,32.2033898305,8.47457627119,8.47457627119,16.9491525424,5.08474576271
289,2016,11,LILLE,MARSEILLE ST CHARLES,298.216748768,203.0,0.0,12.0,13.5833333333,1.25615763547,53.0,34.6981132075,11.4778325123,0.269230769231,0.230769230769,0.192307692308,0.134615384615,0.0576923076923,0.115384615385,53.0,34.6981132,14.0,6.0,2016-11-01,26.9230769231,23.0769230769,19.2307692308,13.461538461500002,5.76923076923,11.538461538499998
293,2017,11,PARIS LYON,LAUSANNE,222.7675,140.0,0.0,11.0,28.6878787879,2.0089285714300003,24.0,39.5256944444,8.620714285710001,0.25,0.166666666667,0.333333333333,0.25,0.0,0.0,24.0,8.620714285710001,9.0,6.0,2017-11-01,25.0,16.6666666667,33.333333333300004,25.0,0.0,0.0
294,2017,3,AIX EN PROVENCE TGV,PARIS LYON,188.121052632,383.0,3.0,49.0,15.9183673469,3.4052631578900003,40.0,34.725,3.4736842105300005,0.230769230769,0.230769230769,0.179487179487,0.333333333333,0.025641025641,0.0,30.0,42.3,14.0,8.0,2017-03-01,23.0769230769,23.0769230769,17.9487179487,33.333333333300004,2.5641025641,0.0
295,2017,3,PARIS MONTPARNASSE,VANNES,197.74273858900003,241.0,0.0,5.0,12.4,0.0580912863071,16.0,30.8125,2.08713692946,0.466666666667,0.266666666667,0.133333333333,0.133333333333,0.0,0.0,14.0,33.3,6.0,2.0,2017-03-01,46.6666666667,26.6666666667,13.3333333333,13.3333333333,0.0,0.0
297,2016,12,STRASBOURG,PARIS EST,113.380313199,450.0,3.0,103.0,17.6490291262,4.7019388516000005,53.0,37.1433962264,4.99112602535,0.333333333333,0.155555555556,0.133333333333,0.333333333333,0.0222222222221999,0.0222222222221999,34.0,51.0833333333,18.0,5.0,2016-12-01,33.333333333300004,15.555555555600002,13.3333333333,33.333333333300004,2.22222222222,2.22222222222
298,2016,12,ANNECY,PARIS LYON,224.593406593,183.0,1.0,6.0,7.5,0.373626373626,18.0,26.142592592600003,3.4218864468900003,0.285714285714,0.285714285714,0.214285714286,0.214285714286,0.0,0.0,18.0,26.142592592600003,7.0,0.0,2016-12-01,28.5714285714,28.5714285714,21.4285714286,21.4285714286,0.0,0.0
299,2016,12,PARIS MONTPARNASSE,POITIERS,105.56547619,505.0,1.0,26.0,28.6397435897,1.53171296296,37.0,41.1234234234,2.68290343915,0.233333333333,0.266666666667,0.233333333333,0.233333333333,0.0333333333333,0.0,24.0,56.6034722222,14.0,7.0,2016-12-01,23.3333333333,26.6666666667,23.3333333333,23.3333333333,3.3333333333299984,0.0
300,2016,7,MARSEILLE ST CHARLES,PARIS LYON,197.639772727,442.0,2.0,60.0,13.25,2.0795454545500003,42.0,36.119047619,4.17272727273,0.45,0.15,0.05,0.175,0.15,0.025,42.0,36.1190476,15.0,4.0,2016-07-01,45.0,15.0,5.0,17.5,15.0,2.5
302,2016,7,PARIS MONTPARNASSE,ANGERS SAINT LAUD,100.670050761,394.0,0.0,30.0,13.6,1.39847715736,45.0,26.177777777800003,4.42131979695,0.357142857143,0.261904761905,0.0,0.261904761905,0.0952380952381,0.0238095238095,31.0,29.4516129,11.0,1.0,2016-07-01,35.7142857143,26.190476190500004,0.0,26.190476190500004,9.523809523810002,2.38095238095
